366825;2351903;589274;3161296;2090011;1790481;1467717;547015;511472;2975201;1102883;839983;1520156;1626289;740030;661956;2467901;1167783;1893826;1587026;1843875;0;516542;2716405;1923566;3171518;2267436;1629766;1833066;1945112;698971;2337812;876290;1601260;3783943;1216331;1901738;639791;2137962;601450;1768704;2486576;2056689;771014;3866252;1285668;1123437;1458725;2520985;
888295;2188003;588291;2997396;1641906;1849407;1564481;1068155;869458;2527096;699599;680780;1072051;1178184;905192;748034;2562424;1257160;1872246;1243152;1436186;511945;0;2268300;1475462;2973334;2200938;1689507;1585326;1905755;996037;1889708;810644;1298212;3335838;1305707;1987266;1006728;1689857;858950;1756751;2038471;2017332;1028515;3418148;1534636;1278167;1051036;2072880;
3010457;1690587;2320243;1785914;1044380;3552790;3341866;3190317;3069211;756172;1868162;2518322;1300111;1341351;2980164;2774928;4212267;3062880;3522090;1861630;1688156;2711694;2267600;0;962365;1614653;3850781;3370375;1491218;3555599;3198657;622604;2564426;1491951;1393798;3007810;3703234;3209348;706304;3058704;2072376;810388;3435307;3138206;1340594;3251849;3150423;1759907;519424;
2217476;1321394;1503912;1749140;432653;2895267;2684342;2397336;2276230;1104790;1359443;1829216;974403;451720;2214680;1847878;3554743;2373774;2864566;1922327;1786970;1918713;1474619;961987;0;1577879;3193257;2712851;717665;2898075;2402810;766798;1909178;636501;1913532;2350286;3045710;2413500;425280;2265723;1298823;691762;2943604;2372722;1995841;2594325;2461316;1650444;650574;
3491965;883702;2642358;193471;1433286;4421152;4210226;3537361;3719495;1082777;2885328;3355101;2500288;1847659;3712180;2811344;5080628;3899658;4390451;3448212;3312855;3170286;2972120;1612195;1578097;0;4719142;4238736;1611784;4423960;3847274;2042858;3435062;1891866;1220884;3876171;4571595;3847838;1774224;3710187;1788427;1112480;4469489;3879751;1511045;4120210;4004238;3176329;1373775;
2190064;4279940;2804529;4929531;3500202;497035;835458;2499098;1947824;4262935;1984376;1578418;2576204;3142462;1694684;2844938;373691;1234310;394400;1695874;2188498;2280443;2224592;3869832;3211300;4736024;0;668065;3615055;335441;1776031;3318198;1438375;3345452;5071676;1187424;402981;1831440;3258093;1817882;3848688;3849907;210849;1562993;5068596;1007531;1279869;2264722;3808719;
1568756;3744636;2183222;4429594;3000264;179008;255918;1877792;1326516;3762998;1484439;1043114;2076266;2607158;1073377;2223630;875731;613003;263535;1755117;2163736;1659136;1689288;3369895;2711363;4236087;675266;0;3079751;428849;1154724;2818260;903071;2810148;4571740;554892;332466;1210133;2758156;1196575;3313384;3349970;509309;941686;4568658;485087;658562;1764786;3308782;
2154042;791479;1304435;1600872;398357;3237091;2952165;2199438;2381572;1494133;1935125;2068464;1550085;553215;2388778;1473421;3950108;2659829;3259931;2498009;2362652;1832363;1554163;1491945;717243;1611094;3588622;3077191;0;3293440;2509352;1367640;2198328;359503;2208688;2645166;3374951;2509915;1050604;2372264;701614;858697;3405017;2541829;2290997;2874096;2680836;2226126;1180780;
1992712;3960092;2422884;4609682;3180353;320524;631719;2301746;1750471;3943086;1664528;1258570;2256355;2822614;1497332;2543401;661629;1036958;283692;1665874;2158498;1936754;1904744;3549984;2891452;4416176;335170;429998;3295207;0;1578679;2998349;1118527;3025604;4751828;978847;470967;1634088;2938244;1620530;3528840;3530059;166829;1365641;4748748;812432;1082516;1944874;3488870;
529549;3026050;1263422;3835444;2568521;1287816;965052;795773;251187;3453710;1364640;756771;1891496;2104798;243541;1303830;1965236;720297;1391161;1735935;2043937;739335;1006677;3194914;2402076;3845666;1764771;1127101;2507213;1556475;0;2698462;817508;2275408;4262452;768844;1399074;134804;2616471;193766;2442852;2965085;1636935;222674;4344762;783003;627248;1644986;2999494;
2606295;1907979;1916081;2212591;1082863;3001265;2790340;2786155;2665050;1237330;1396868;2004076;895949;1003871;2478086;2348483;3660741;2559314;2970564;1310105;1136630;2307532;1863438;622988;766653;2041330;3299255;2818849;1367875;3004073;2696578;0;2024621;1341601;1874956;2456284;3151708;2707269;369290;2557124;1949032;1155213;2883782;2652337;1821751;2700323;2646796;1208381;914803;
992499;2867865;1356208;3623440;2194110;1063183;826010;1242263;807839;3013826;746987;128993;1338815;1730387;603485;1476725;1776200;491007;1086023;1040462;1426285;870078;812517;2632444;1962192;3486916;1414714;903283;2202980;1119532;821977;2080809;0;1933377;3822568;519011;1201043;832668;2020704;682524;2436613;2600799;1231109;637137;3831207;747940;578550;1027334;2559610;
1922132;1072056;1072525;1881449;513977;2967894;2682968;2101992;2149662;1658934;1594893;1799267;1252575;414803;2119582;1282046;3680911;2390632;2990734;2157777;2022420;1600452;1317348;1515882;638366;1891670;3319425;2807994;359414;3024243;2277441;1341627;1929131;0;2467676;2375969;3105754;2278004;942468;2140354;770930;974317;3135820;2309918;2549985;2604898;2411640;1885894;1204718;
4079748;1997445;3383340;1275490;1944270;4757538;4546613;4259608;4138502;1026462;3119298;3691487;2551247;2293728;4076951;3727306;5417014;4236045;4726838;3112767;2939292;3780984;3336890;1392488;1914483;1181132;5055528;4575122;2215786;4760346;4265082;1873740;3771449;2444328;0;4212557;4907981;4275772;1957441;4127994;2747724;1504570;4805876;4234993;377437;4456596;4323588;3011043;1389624;
1176662;3279602;1696313;4067450;2638120;696256;402734;1485697;934422;3400854;1122294;578080;1714122;2142125;630966;1816830;1347220;86633;775021;1392972;1801592;1210183;1224254;3007751;2349219;3873943;1127989;536356;2614717;918960;790042;2456116;486334;2345114;4209596;0;781058;818038;2396012;804480;2875743;2987826;999420;549591;4206514;258994;186815;1402641;2946637;
1814373;4030742;2428838;4715700;3286370;172592;459767;2123408;1572133;4049104;1770545;1329220;2362373;2893264;1318993;2469247;607492;858619;224918;1872782;2449843;1904752;1975394;3656002;2997470;4522193;406186;306159;3365857;472180;1400340;3104367;1189177;3096254;4857846;811734;0;1455749;3044262;1442191;3599490;3636076;431963;1187302;4854764;631841;904178;2050892;3594888;
411766;3038469;1275840;3847862;2580939;1343089;1020325;677989;177971;3466129;1377058;769189;1903915;2117216;292338;1140152;2020509;769094;1446434;1748354;2056356;642698;1019095;3207333;2414494;3858084;1820044;1182374;2519632;1611748;134946;2710880;829926;2287826;4274871;817641;1454347;0;2628890;159411;2364930;2977504;1692208;323622;4357180;838276;676045;1657405;3011913;
2431489;1654370;1741275;1944118;765629;2971547;2760622;2611349;2490243;1321274;1289194;1939354;721143;676904;2401196;2050789;3631023;2483912;2940846;1602172;1466815;2132726;1688631;706932;425219;1772857;3269537;2789131;1050641;2974355;2619689;369378;1985458;941850;1958900;2426566;3121990;2630379;0;2479736;1631798;886740;2822262;2559238;1905695;2670605;2571455;1330289;646331;
463930;2886647;1124018;3696040;2429117;1329520;1006756;730153;185568;3314307;1229820;621951;1756677;1965394;279069;1164426;2006940;755525;1432865;1601115;1909118;599931;867273;3055510;2262672;3706262;1806475;1168805;2367809;1598179;200251;2563642;682688;2136004;4123048;804072;1440778;164009;2477068;0;2303448;2825681;1678639;310053;4205358;824707;662476;1510167;2860090;
2007256;1105632;1391075;1699199;1002476;3496076;3173311;2067236;2267734;2029620;2245615;2313746;1861196;1041841;2414088;1252467;4173496;2829079;3505213;2876119;2673142;1767143;1776887;2072734;1298032;1764860;3833904;3335361;700734;3538722;2444131;1948429;2443610;801042;2744174;2877626;3607333;2363128;1631393;2307044;0;1462816;3650299;2476609;2826483;2991262;2829031;2536616;1761570;
2853075;926027;2003468;1322702;499484;3534780;3323855;3032935;2839929;789519;1998957;2468730;1613916;913856;2778378;2347434;4194257;3013287;3504080;2561841;2426484;2482412;2038318;814738;691725;1119839;3832771;3352365;858949;3537588;2966509;1156486;2548691;979090;1504074;2989799;3685224;2977199;887853;2829422;1463510;0;3583118;2936420;1586383;3233838;3070436;2289958;497446;
2110510;4067631;2530424;4717222;3287892;417482;755904;2419546;1868270;4050626;1772067;1366109;2363895;2930154;1615131;2765384;535430;1154757;314846;1499976;1992600;2044294;2012283;3657524;2998992;4523715;208971;588512;3402746;167292;1696478;3105889;1226066;3133143;4859368;1107871;438103;1751887;3045784;1738329;3636379;3637598;0;1483440;4856287;927978;1200316;2052414;3596410;
683313;3060408;1297779;3869801;2550681;1074989;752224;992348;408028;3435870;1314110;672879;1850429;2086958;187933;1338187;1752409;500994;1178334;1658123;1993408;773692;1041034;3199566;2384236;3880022;1551944;914274;2541570;1343648;222250;2647932;637345;2309764;4244612;549541;1186246;291644;2577464;311131;2477209;2947245;1424108;0;4326922;570176;407945;1594456;2981654;
4163104;2080802;3466696;1540864;2027627;4750088;4539162;4342964;4221858;1109819;3065460;3715620;2497408;2377085;4160308;3810662;5409564;4260178;4719387;3058928;2885453;3864341;3420247;1338649;1997840;1510248;5048078;4567672;2299143;4752896;4348438;1819901;3761723;2527686;297441;4205106;4900531;4359128;1903602;4211351;2831080;1587927;4632604;4318350;0;4449146;4347720;2957204;1467016;
1198220;3575315;1812686;4311122;2881792;541788;188375;1456861;955980;3644525;1365966;809446;1957794;2373491;702840;1853094;1194958;285295;648784;1636644;2045264;1288599;1455621;3251423;2592891;4117614;994493;438787;2846084;814098;775162;2699788;717700;2576481;4453267;259567;628795;839596;2639683;826038;2992116;3231498;914609;571149;4450186;0;296864;1646313;3190309;
1035880;3337332;1669452;4104202;2674872;792524;478891;1344914;793639;3515112;1338342;667628;1845178;2211150;491183;1690753;1469944;106925;895869;1609020;2017640;1183322;1278928;3223799;2463478;4006300;1269479;631809;2683742;1061183;632275;2672164;579827;2414140;4323854;188056;903782;677256;2572214;663698;2848882;3071436;1141643;408809;4406163;296842;0;1618689;3060896;
1677446;2829550;1534514;3370138;1940809;1961488;1750563;1890569;1642663;2375416;455000;964299;601835;1603424;1438309;1842185;2620965;1519538;1930788;294840;448504;1451686;1050799;1761074;1651908;3176631;2061496;1779073;2192861;1710395;1656802;1209439;984845;1899138;3013042;1416507;2111931;1667492;1330540;1517348;2539066;2290514;1809193;1612561;2959837;1660546;1607020;0;1892230;
2816210;1361541;2119803;1544765;773489;3494001;3283076;2996070;2874965;485074;1747620;2427950;1390701;1030191;2813414;2463768;4153478;2972508;3463300;2271730;2136373;2517448;2073353;523603;650946;1373504;3791992;3311586;1180059;3496809;3001544;914885;2507912;1180792;1389367;2949020;3644444;3012235;646251;2864457;1761216;497246;3542338;2971456;1471676;3193059;3060051;1999847;0;
