0;97485;35747;125953;92801;66314;52362;15356;13647;122740;54304;36188;69608;75421;26056;29763;93942;43627;69854;72738;82297;15817;36134;117380;85449;127876;84277;59077;82894;75467;23091;101033;37190;75557;151139;44785;69906;16891;92057;20120;77531;110025;80044;28147;153091;45005;41805;65372;105848;
97392;0;66852;34084;40067;146122;134921;102604;105708;50103;94235;99775;81550;51380;109652;74289;173433;120700;146410;118283;111591;85670;80949;69292;53304;36007;160629;138851;32359;147639;111030;75418;104546;43667;77314;121858;150910;111219;64134;105385;43371;42686;154183;111945;79266;128803;121983;105063;54783;
35341;66575;0;95043;61892;88061;74110;42497;43657;94698;47204;46824;42146;44511;47602;19440;115690;62778;91602;71064;64560;23619;26220;89711;57565;96967;106024;80825;51985;93477;48980;73571;51179;44647;123098;63937;91654;49168;64595;43334;54399;79115;100021;49894;125050;66752;63552;58033;77807;
125196;33692;94656;0;57980;168797;161413;130408;133512;49956;110579;127034;97894;73315;137456;102093;195222;148504;168200;134627;127935;113474;108753;73024;66550;10279;182418;161778;60163;169428;138834;84512;131805;71471;58484;149118;173497;139023;74402;133189;65088;54420;173497;139749;66888;156607;149787;121407;59948;
91967;40018;61428;58297;0;120476;113092;99123;93665;47935;62258;78713;49573;24599;90693;69700;146901;100553;119878;86306;79614;79930;64838;48985;21327;54760;134097;113457;20092;121107;98936;45108;83484;29066;75146;100797;125176;99348;32157;93291;44791;26413;125175;98930;77098;109718;101836;73086;34527;
65044;142175;87125;165734;117230;0;16442;76136;56566;142759;61960;44556;83263;103208;47899;88148;31923;30560;6450;71329;89552;68730;69598;131517;105468;159019;21324;8600;122891;14523;50290;110392;39537;113428;171158;28209;10199;52941;107593;52446;129999;130956;17499;42973;171905;23552;32714;71620;125867;
52920;133148;75002;159208;110705;17031;0;64020;44442;136233;55434;35529;76737;94181;35776;76025;43539;18819;20670;69026;83026;56606;60571;124991;98942;152494;33874;11141;113865;26283;38167;103866;31996;104401;164633;16469;19504;40817;101067;40322;119503;124430;30048;30849;165379;8341;20843;65095;119342;
15228;102767;42567;131235;98937;77003;63051;0;23769;129559;61374;45416;76427;82240;36727;31094;104631;54297;80544;79808;89367;22630;42953;124199;92268;133158;94966;69766;88176;86157;33115;107852;46776;82376;157959;55456;80596;26914;98876;30143;75423;116844;90733;38817;159910;55694;52475;72443;112668;
14007;106090;44352;134558;94369;57936;43984;24186;0;123909;53657;30749;70777;76384;17645;40463;85564;35249;61477;70310;81249;21774;37473;118549;86618;136482;75899;50699;91499;67089;12603;102202;31751;84162;152308;36407;61528;9234;93226;9699;88231;110988;71666;19769;154260;36627;33427;63317;107017;
121814;50327;93447;49928;48553;145496;138112;128969;123118;0;87278;105012;71949;57013;120146;106629;171921;127222;144899;95047;87957;109383;94291;33583;43248;42925;159117;138477;60354;146127;128390;47874;109344;66826;41014;126176;150197;128801;49838;122744;80315;34643;150196;128383;42966;134738;130512;87046;23494;
54776;93960;46315;110617;62114;66684;59300;62380;54595;87642;0;28091;23108;50867;46301;57697;93109;49738;66087;30790;34539;43778;28991;73223;50351;103903;80305;59665;70794;67315;55013;53884;30715;63017;116041;47364;71385;55424;47900;49567;84616;75839;73859;54636;113611;55926;53656;19009;68243;
36496;99737;46652;127258;78755;48531;37330;45346;31422;105563;27544;0;46867;60770;23129;52012;75842;24394;48820;44197;55136;32403;27160;97101;68272;121824;63038;41260;80454;50049;31840;75976;6405;70990;133963;24269;53320;32251;71659;26394;87561;93760;56592;28664;135914;33182;27684;37205;88672;
69378;81436;42009;98093;49590;86396;79012;76533;70682;73151;23339;46496;0;38294;64047;58086;112821;68706;85799;38374;31682;56947;41855;52455;37827;91379;100017;79377;58270;87027;72759;36108;50244;52425;95827;67076;91097;73170;27132;67313;75417;63315;91201;72284;92843;75638;71996;25155;51516;
74561;50756;44021;74121;24675;107653;96452;81716;76258;57820;50850;61306;38165;0;73286;57203;134964;83146;107942;74898;68206;62523;47431;52832;21903;70585;122160;100382;25755;109170;81530;43453;66077;21440;86219;83391;112442;81941;30142;75884;44706;42237;115714;81523;88171;92304;84429;61679;40928;
25735;109554;47817;138022;90930;49106;35155;36828;17231;120470;45706;22799;64684;72945;0;48840;76735;24358;52647;62359;73298;29421;38436;115111;83179;135897;67069;41870;92629;58260;12131;94138;23571;83165;148870;25517;52699;13606;89787;13137;92318;107549;62837;10939;150822;27797;23461;55367;103579;
28020;73387;19426;101855;69558;87521;73570;30011;38603;108043;58393;51998;58489;57856;47264;0;115150;64834;91062;78337;80903;26401;32113;103056;70910;103779;105484;80285;58797;96675;47620;89914;55752;52690;136443;65993;91114;41847;78652;42794;49515;90563;101252;49354;138395;66212;63012;69923;91152;
91580;169325;113662;192884;144381;31961;42260;102672;83102;169909;89110;71706;110413;130358;74436;114685;0;57096;31646;95689;116702;95266;96748;158667;132618;186170;19740;35750;150042;34195;76827;137542;66687;140578;198309;54746;25645;79477;134743;78982;157149;158106;26279;69509;199055;49370;59250;98771;153018;
44362;120863;62331;149197;100694;32648;19886;55454;35884;127407;47348;23962;68651;82709;24517;67142;60276;0;35971;60940;74940;45087;48199;116905;90116;143668;50611;25411;102392;40605;30579;95780;20520;92929;155806;5221;36241;32259;92981;31764;106833;115604;45182;22291;157293;12748;6297;57008;110515;
68683;144404;89880;166840;118336;6460;20363;79776;60206;143865;63066;46786;84369;105438;51539;91788;31860;34200;0;70615;90658;72370;71828;132623;106574;160125;18384;12443;125121;13434;53930;111498;41767;115658;172264;31849;10596;56581;108699;56086;132229;132062;14558;46613;173011;27880;36354;72726;126973;
73969;118152;70528;134809;86306;71073;70889;81573;72569;95566;30792;46065;38091;75059;64275;80547;95382;61327;70476;0;26516;66628;52658;74870;74543;128095;82125;71254;94986;70541;72987;53745;43857;87230;118242;58953;75774;73398;62785;67541;108829;100031;74744;68161;115258;67515;66073;15859;86184;
82549;111351;63727;128008;79505;89813;86629;90153;81924;88426;34513;55420;31290;68258;73630;79804;114122;77067;89216;26584;0;72320;57533;67730;67742;121294;100865;86994;88185;89281;82342;46605;58044;80429;111102;74693;94514;82753;55984;76896;102028;93230;93484;81965;108118;83255;80985;21328;79330;
15351;85877;24139;114345;80767;69684;55732;22500;21241;110307;44786;32860;57175;62782;29426;27223;97312;45819;73225;64730;73240;0;22548;104947;73016;116269;87647;62447;71286;76517;29783;88600;34220;63949;138706;46977;73277;27513;79624;24957;68641;97386;83061;31517;140658;48375;45175;56315;93415;
35939;80362;26035;108830;65298;73708;62507;43094;36912;94838;29751;27361;41706;47313;38127;31793;101019;48286;73997;51602;58368;22353;0;89478;57547;110265;88215;66437;65224;75226;42184;73131;32132;55578;123238;49445;78497;42595;64155;36538;68186;81917;81769;43098;125189;58358;49569;41444;77947;
